コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1931-T,日本電通,東証2部,2550.00,2550.00,2550.00,2550.00,300,765000
1933-T,SYSKEN,東証2部,323.00,323.00,321.00,321.00,3000,965000
1933-F,SYSKEN,福証,,,,,0,0
1934-T,ユアテック,東証1部,777.00,784.00,766.00,766.00,124000,96071000
1935-T,TTK,東証2部,513.00,519.00,510.00,511.00,24000,12383000
1937-T,西電工,東証1部,2223.00,2228.00,2212.00,2212.00,5000,11089400
1937-F,西電工,福証,,,,,0,0
1938-T,日リーテック,東証2部,1212.00,1212.00,1192.00,1193.00,600,720900
1939-T,四電工,東証1部,440.00,443.00,438.00,438.00,21000,9243000
1941-T,中電工,東証1部,2411.00,2420.00,2359.00,2359.00,52300,124592300
1942-T,関電工,東証1部,1001.00,1010.00,995.00,995.00,701000,701427000
1944-T,きんでん,東証1部,1581.00,1588.00,1554.00,1554.00,542800,851981200
1945-T,東京エネシス,東証1部,992.00,998.00,958.00,958.00,72000,69965000
1946-T,トーエネク,東証1部,563.00,573.00,555.00,556.00,53000,29791000
1948-T,弘電社,東証2部,354.00,357.00,352.00,354.00,25000,8873000
1949-T,住電設,東証1部,1300.00,1311.00,1280.00,1280.00,48300,62536600
1950-T,日本電設,東証1部,2030.00,2050.00,2007.00,2007.00,112000,227198400
1951-T,協エクシオ,東証1部,1621.00,1633.00,1611.00,1611.00,502000,813415600
1952-T,日空調,東証1部,1359.00,1368.00,1327.00,1329.00,15000,20170400
1954-T,日工営,東証1部,2953.00,3000.00,2919.00,2919.00,40600,119813500
1956-T,NDS,東証1部,2910.00,2915.00,2900.00,2900.00,3300,9583800
1959-T,九電工,東証1部,3050.00,3085.00,3035.00,3035.00,258700,790785500
1959-F,九電工,福証,,,,,0,0
1960-T,サンテック,東証2部,642.00,649.00,642.00,649.00,7700,4981700
1961-T,三機工,東証1部,999.00,999.00,958.00,958.00,105500,102640200
1963-T,日揮,東証1部,1959.00,1972.00,1935.00,1935.00,1413600,2757423800
1964-T,中外炉,東証1部,222.00,222.00,217.00,217.00,156000,34265000
1965-T,テクノ菱和,東証2部,958.00,958.00,932.00,943.00,32200,30426500
1966-T,高田工,東証2部,615.00,619.00,614.00,616.00,8900,5473100
1966-F,高田工,福証,,,,,0,0
1967-T,ヤマト,東証1部,575.00,585.00,566.00,568.00,36700,21131900
1968-T,太平電,東証1部,1099.00,1119.00,1090.00,1090.00,160000,176399000
1969-T,高砂熱,東証1部,1602.00,1607.00,1566.00,1566.00,159400,252374200
1971-T,ビルト工,東証2部,131.00,131.00,129.00,130.00,138000,17916000
1972-T,三晃金,東証1部,3105.00,3115.00,3085.00,3085.00,21500,66750500
1973-T,NESIC,東証1部,2189.00,2205.00,2153.00,2153.00,73900,160653700
1975-T,朝日工,東証1部,3375.00,3375.00,3150.00,3165.00,14000,45496000
1976-T,明星工,東証1部,657.00,660.00,641.00,641.00,134500,87286100
1979-T,大気社,東証1部,2795.00,2801.00,2724.00,2724.00,47000,129099700
1980-T,ダイダン,東証1部,1089.00,1098.00,1060.00,1060.00,63000,67901000
1981-T,協和日成,JQスタンダード,754.00,755.00,720.00,727.00,14500,10656700
1982-T,日比谷,東証1部,1698.00,1711.00,1623.00,1632.00,28800,47400100
1983-T,東芝プラ,東証1部,1590.00,1636.00,1588.00,1625.00,651100,1053103300
1984-T,三信建,JQスタンダード,325.00,344.00,325.00,344.00,7000,2297000
1987-T,ソルコム,東証2部,322.00,323.00,319.00,320.00,10000,3212000
1989-T,北電話,東証2部,318.00,326.00,318.00,326.00,200,64400
1992-T,神通機,JQスタンダード,188.00,188.00,188.00,188.00,1000,188000
1994-T,高橋ウォル,JQスタンダード,648.00,657.00,648.00,650.00,24500,16021500
1997-T,暁飯島,JQスタンダード,1052.00,1060.00,1052.00,1060.00,1500,1586100
1999-F,サイタHD,福証,151.00,151.00,151.00,151.00,1000,151000
2001-T,日本粉,東証1部,1678.00,1685.00,1644.00,1644.00,179300,297920700
2002-T,日清粉G,東証1部,1690.00,1692.00,1660.00,1661.00,908700,1520401800
2003-T,日東富士,東証1部,4040.00,4045.00,4010.00,4020.00,1500,6032500
2004-T,昭和産,東証1部,615.00,615.00,588.00,588.00,232000,138105000
2008-T,増田粉,東証2部,,,,,0,0
2009-T,鳥越粉,東証1部,826.00,828.00,820.00,820.00,23400,19265500
2009-F,鳥越粉,福証,,,,,0,0
2031-T,ハンセンブル,東証,10780.00,10780.00,10750.00,10760.00,640,6896390
2032-T,ハンセンベア,東証,8440.00,8510.00,8440.00,8510.00,203,1715060
2033-T,KOSPIブル,東証,,,,,0,0
2034-T,KOSPIベア,東証,11020.00,11020.00,10940.00,10990.00,175,1916900
2035-T,日経VI,東証,7750.00,7880.00,7630.00,7840.00,2774,21335120
2036-T,金ブル,東証,9520.00,9520.00,9480.00,9480.00,444,4224340
2037-T,金ベア,東証,8760.00,8760.00,8760.00,8760.00,30,262800
2038-T,原油ブル,東証,1030.00,1032.00,1019.00,1021.00,1424920,1464817881
2039-T,原油ベア,東証,11240.00,11280.00,11190.00,11260.00,9083,101928560
2040-T,NYダウブル,東証,16180.00,16180.00,16070.00,16140.00,942,15187640
2041-T,NYダウベア,東証,6400.00,6430.00,6400.00,6420.00,4688,30066850
2042-T,マザーETN,東証,11670.00,11900.00,11670.00,11770.00,19400,229245870
2043-T,アセアン50,東証,11560.00,11560.00,11420.00,11420.00,116,1327130
2044-T,米配貴族,東証,11230.00,11300.00,11200.00,11270.00,3147,35464610
2045-T,シンガポルR,東証,9790.00,9800.00,9770.00,9770.00,594,5813140
2046-T,インドブル,東証,8680.00,8760.00,8680.00,8730.00,2090,18243990
2047-T,インドベア,東証,,,,,0,0
2048-T,高配ヘッジ,東証,9800.00,9850.00,9690.00,9690.00,14922,146341410
2049-T,VIXベア,東証,20600.00,20620.00,20370.00,20450.00,8346,171406620
2053-T,中部飼,東証1部,1250.00,1260.00,1186.00,1192.00,76400,93530300
2055-T,日和産,東証2部,234.00,236.00,234.00,235.00,10300,2413800
2058-F,ヒガシマル,福証,990.00,1010.00,990.00,1010.00,200,200000
2060-T,フィード･ワン,東証1部,199.00,200.00,197.00,198.00,616500,122441000
2065-T,日配貴族,東証,10520.00,10520.00,10520.00,10520.00,570,5996400
2066-T,東リートETN,東証,,,,,0,0
2067-T,野村AI70,東証,10280.00,10300.00,10170.00,10170.00,6842,70109430
2068-T,高ベータ30,東証,10330.00,10330.00,10330.00,10330.00,10000,103300000
2069-T,低ベータ50,東証,10140.00,10140.00,10040.00,10040.00,1188,11996420
2107-T,東洋糖,東証1部,117.00,117.00,115.00,116.00,143000,16574000
2108-T,甜菜糖,東証1部,2426.00,2426.00,2351.00,2367.00,19300,46256600
2109-T,三井製糖,東証1部,2738.00,2750.00,2709.00,2709.00,66300,180544200
2112-T,塩水糖,東証1部,256.00,256.00,248.00,248.00,155400,39058700
2114-T,フジ日糖,東証2部,563.00,564.00,552.00,558.00,11400,6355100
2117-T,日新製糖,東証1部,1914.00,1925.00,1873.00,1873.00,33700,63879100
2120-T,ネクスト,東証1部,765.00,769.00,754.00,755.00,480100,365155400
2121-T,ミクシィ,東証マザーズ,5330.00,5440.00,5320.00,5360.00,693100,3737768000
2122-T,Iスペース,東証マザーズ,1340.00,1359.00,1336.00,1344.00,21300,28703200
2124-T,JACR,東証1部,1831.00,1842.00,1807.00,1816.00,199000,362809400
2127-T,M&A,東証1部,3700.00,3705.00,3620.00,3620.00,604900,2211791500
2130-T,メンバーズ,東証2部,600.00,610.00,597.00,605.00,54000,32643800
2134-T,サンキャピタル,JQスタンダード,73.00,74.00,72.00,72.00,420800,30669800
2136-T,ヒップ,JQスタンダード,591.00,591.00,582.00,589.00,4000,2352600
2137-S,Hヴェラス,札証アンビシャス,,,,,0,0
2138-T,クルーズ,JQスタンダード,3310.00,3440.00,3300.00,3410.00,236000,796239500
2139-T,中広,東証1部,709.00,709.00,697.00,697.00,3800,2670200
2144-T,やまねM,JQグロース,206.00,222.00,206.00,215.00,101600,21755000
2145-T,データリンクス,JQスタンダード,1892.00,1892.00,1890.00,1890.00,400,756200
2146-T,UTGROUP,JQスタンダード,1450.00,1468.00,1415.00,1447.00,240500,346375700
2148-T,ITM,東証マザーズ,705.00,709.00,688.00,694.00,27300,19114200
2150-T,ケアネット,東証マザーズ,907.00,915.00,892.00,913.00,4600,4153300
2151-T,タケエイ,東証1部,1070.00,1078.00,1048.00,1048.00,77100,81837100
2152-T,幼児活動,JQスタンダード,1072.00,1079.00,1071.00,1071.00,2800,3005500
2153-T,イージェイHD,東証2部,1098.00,1100.00,1080.00,1095.00,10300,11271200
2154-T,トラスト･テック,東証1部,1889.00,1987.00,1889.00,1948.00,162500,315366800
2156-T,セーラー広告,JQスタンダード,290.00,290.00,282.00,288.00,3800,1090800
2157-T,コシダカHD,東証1部,2405.00,2414.00,2365.00,2365.00,38600,92051600
2158-T,FRONTEO,東証マザーズ,713.00,722.00,710.00,710.00,180100,128965100
2159-T,フルスピード,東証マザーズ,1106.00,1119.00,1075.00,1078.00,72400,79100900
2160-T,ジーエヌアイ,東証マザーズ,795.00,864.00,780.00,857.00,8163000,6769985000
2162-T,nms,JQスタンダード,497.00,517.00,495.00,506.00,48500,24615300
2163-T,アルトナー,JQスタンダード,1344.00,1462.00,1343.00,1360.00,183800,255675300
2164-T,地域新聞,JQグロース,454.00,454.00,454.00,454.00,200,90800
2168-T,パソナ,東証1部,802.00,810.00,798.00,800.00,101500,81634500
2169-T,CDS,東証1部,1060.00,1074.00,1056.00,1056.00,35100,37398900
2170-T,LINK&M,東証1部,682.00,705.00,675.00,695.00,2240500,1552541100
2172-S,インサイト,札証アンビシャス,,,,,0,0
2173-T,博展,JQグロース,520.00,527.00,507.00,508.00,26400,13649100
2174-T,GCA,東証1部,960.00,963.00,946.00,946.00,163300,155950400
2175-T,SMS,東証1部,2810.00,2856.00,2799.00,2823.00,244600,692939100
2176-T,イナリサーチ,JQスタンダード,678.00,679.00,671.00,679.00,6000,4060900
2178-T,トライステージ,東証マザーズ,784.00,787.00,755.00,764.00,225000,172888500
2179-T,成学社,JQスタンダード,912.00,915.00,908.00,915.00,2200,2005500
2180-T,サニーサイド,JQグロース,1200.00,1204.00,1190.00,1194.00,8600,10304300
2181-T,テンプHD,東証1部,2068.00,2100.00,2066.00,2074.00,1864800,3884270800
2183-T,リニカル,東証1部,1497.00,1516.00,1448.00,1469.00,63700,94705900
2185-T,シイエム･シイ,JQスタンダード,3750.00,4280.00,3750.00,4070.00,11700,46977500
2186-T,ソーバル,JQスタンダード,1413.00,1413.00,1400.00,1410.00,4500,6346900
2191-T,テラ,JQスタンダード,520.00,522.00,510.00,515.00,89600,46236100
2193-T,COOK,東証1部,940.00,953.00,939.00,940.00,799800,756742400
2195-T,アミタHD,JQグロース,903.00,913.00,901.00,905.00,5800,5257100
2196-T,エスクリ,東証1部,767.00,791.00,767.00,773.00,38800,30209400
2198-T,アイ･ケイ･ケイ,東証1部,817.00,817.00,801.00,801.00,140300,113729200
2201-T,森永菓,東証1部,4900.00,5060.00,4880.00,4940.00,2111200,10506172500
2204-T,中村屋,東証1部,5020.00,5050.00,4920.00,4920.00,6400,31785000
2206-T,グリコ,東証1部,5510.00,5530.00,5400.00,5400.00,299200,1629210000
2207-T,名糖産,東証1部,1505.00,1506.00,1478.00,1478.00,15700,23389500
2208-T,ブルボン,東証2部,2650.00,2700.00,2631.00,2655.00,12300,32757800
2209-T,井村屋G,東証2部,1755.00,1799.00,1752.00,1760.00,4500,7951200
2211-T,不二家,東証1部,268.00,269.00,262.00,263.00,500000,132901000
2212-T,山崎パン,東証1部,2334.00,2341.00,2290.00,2290.00,647500,1494271200
2215-T,第一パン,東証1部,124.00,126.00,124.00,124.00,110000,13771000
2216-T,カンロ,東証2部,563.00,564.00,561.00,561.00,4000,2250000
2217-T,モロゾフ,東証1部,578.00,578.00,553.00,553.00,70000,39525000
2218-S,日糧パン,札証,,,,,0,0
2220-T,亀田菓,東証1部,4940.00,4950.00,4880.00,4880.00,62800,307853000
2221-T,岩塚菓,JQスタンダード,4530.00,4530.00,4330.00,4470.00,3000,13268000
2222-T,寿スピリッツ,東証1部,2737.00,2795.00,2736.00,2737.00,88200,243434400
2224-T,コモ,JQスタンダード,2464.00,2464.00,2450.00,2451.00,2400,5890100
2226-T,湖池屋,JQスタンダード,4675.00,4700.00,4675.00,4695.00,800,3749500
2228-T,シベール,JQスタンダード,3020.00,3020.00,3015.00,3015.00,600,1810000
2229-T,カルビー,東証1部,3870.00,3950.00,3795.00,3795.00,1245400,4814918000
2230-T,GOYO,東証TPM,,,,,0,0
2264-T,森永乳,東証1部,826.00,826.00,826.00,826.00,6002000,4957652000
2266-T,六甲バタ,東証1部,2509.00,2509.00,2423.00,2424.00,36100,88607000
2267-T,ヤクルト,東証1部,6230.00,6310.00,6180.00,6180.00,519000,3232284000
2268-T,サーティワン,JQスタンダード,4020.00,4020.00,4015.00,4020.00,900,3616000
2269-T,明治HD,東証1部,9420.00,9450.00,9270.00,9270.00,701100,6546711000
2270-T,雪印メグ,東証1部,3140.00,3175.00,3065.00,3065.00,600900,1864376000
2270-S,雪印メグ,札証,,,,,0,0
2281-T,プリマハム,東証1部,494.00,501.00,491.00,492.00,930000,460941000
2282-T,日本ハム,東証1部,3075.00,3080.00,2988.00,2989.00,1324000,3983498000
2286-T,林兼産,東証1部,880.00,880.00,862.00,862.00,13800,12016600
2288-T,丸大食,東証1部,500.00,500.00,487.00,487.00,172000,84711000
2291-T,福留ハム,東証2部,435.00,435.00,430.00,430.00,13000,5619000
2292-T,SFoods,東証1部,3260.00,3260.00,3220.00,3240.00,73800,238842000
2293-T,滝沢ハム,JQスタンダード,573.00,580.00,573.00,580.00,4000,2313000
2294-T,柿安本店,JQスタンダード,1946.00,1947.00,1934.00,1934.00,3900,7560700
2296-T,伊藤米久,東証1部,1049.00,1050.00,1028.00,1038.00,676800,703523200
2300-T,きょくと,JQスタンダード,598.00,602.00,596.00,600.00,5900,3534200
2301-T,学情,東証1部,1265.00,1314.00,1245.00,1270.00,201300,258241400
2303-T,ドーン,JQスタンダード,1732.00,1745.00,1720.00,1730.00,12400,21455800
2304-T,CSSHD,JQスタンダード,474.00,474.00,473.00,474.00,400,189500
2305-T,スタジオアリス,東証1部,2330.00,2349.00,2289.00,2289.00,36700,84910300
2307-T,クロスキャット,JQスタンダード,536.00,539.00,529.00,530.00,15400,8229800
2309-T,シミックHD,東証1部,1433.00,1445.00,1416.00,1434.00,42900,61327100
2311-T,エプコ,JQスタンダード,1600.00,1650.00,1580.00,1640.00,15600,25217300
2315-T,カイカ,JQスタンダード,67.00,68.00,66.00,66.00,1157800,77526700
2317-T,システナ,東証1部,1731.00,1737.00,1711.00,1711.00,161300,278242600
2321-T,ソフトフロントH,JQグロース,219.00,219.00,212.00,212.00,197600,42322000
2323-T,fonfun,JQスタンダード,314.00,314.00,310.00,312.00,5500,1714300
2325-T,NJS,東証1部,1370.00,1370.00,1340.00,1340.00,5000,6732300
2326-T,デジアーツ,東証1部,3050.00,3105.00,3015.00,3045.00,157700,483545500
2327-T,NSSOL,東証1部,2440.00,2456.00,2406.00,2406.00,372500,906479200
2329-T,東北新社,JQスタンダード,695.00,705.00,689.00,695.00,32800,22796900
2330-T,フォーサイド,JQスタンダード,234.00,239.00,225.00,225.00,661200,152995900
2331-T,ALSOK,東証1部,4180.00,4215.00,4150.00,4155.00,479000,1999242000
2332-T,クエスト,JQスタンダード,837.00,837.00,818.00,825.00,4500,3704000
2335-T,キューブシス,東証1部,683.00,688.00,681.00,683.00,43400,29646500
2337-T,いちご,東証1部,331.00,333.00,326.00,326.00,3743700,1234433200
2338-T,Fastep,東証2部,380.00,387.00,365.00,369.00,27900,10457800
2340-T,極楽湯HD,JQスタンダード,890.00,895.00,883.00,883.00,46800,41579700
2341-T,アルバイトタイ,JQスタンダード,219.00,220.00,218.00,219.00,21300,4667900
2342-T,トランス,東証マザーズ,630.00,633.00,621.00,624.00,50000,31303800
2344-T,平安レイ,JQスタンダード,981.00,984.00,979.00,979.00,8700,8520500
2345-T,アイスタディ,東証2部,1030.00,1041.00,1030.00,1038.00,3400,3526300
2349-T,エヌアイデイ,JQスタンダード,3890.00,3890.00,3830.00,3840.00,900,3475000
2351-T,ASJ,東証マザーズ,402.00,403.00,400.00,400.00,11800,4732100
2352-T,エイジア,東証2部,1152.00,1178.00,1140.00,1140.00,70900,82099400
2353-T,日駐,東証1部,150.00,150.00,148.00,148.00,622000,92403500
2354-T,安川情報,東証2部,816.00,825.00,810.00,810.00,70200,57170800
2359-T,コア,東証1部,1362.00,1374.00,1322.00,1334.00,58200,78264200
2362-T,夢真HD,JQスタンダード,818.00,823.00,808.00,812.00,416100,338665600
2370-T,MDNT,東証マザーズ,132.00,135.00,132.00,133.00,397800,52856300
2371-T,カカクコム,東証1部,1520.00,1537.00,1512.00,1515.00,1087800,1656683000
2372-T,アイロムG,東証1部,1393.00,1395.00,1370.00,1371.00,29100,40229600
2373-T,ケア21,JQスタンダード,2550.00,2575.00,2534.00,2534.00,1500,3843600
2374-T,セントケアHD,東証1部,1670.00,1687.00,1650.00,1681.00,16100,26970500
2375-T,スリープロ,東証2部,977.00,999.00,961.00,990.00,16700,16423700
2376-T,サイネックス,東証1部,1159.00,1185.00,1159.00,1162.00,18300,21452400
2378-T,ルネサンス,東証1部,1788.00,1833.00,1781.00,1790.00,70900,127944700
2379-T,ディップ,東証1部,2455.00,2468.00,2409.00,2429.00,581800,1419754300
2384-T,SBSHD,東証1部,826.00,833.00,804.00,804.00,223500,181547900
2385-T,総医研,東証マザーズ,252.00,254.00,251.00,251.00,51200,12913200
2388-T,ウェッジHD,JQグロース,858.00,864.00,835.00,843.00,269400,228315700
2389-T,オプトHD,東証1部,1069.00,1071.00,1053.00,1054.00,120900,128393700
2391-T,プラネット,JQスタンダード,2010.00,2010.00,2010.00,2010.00,200,402000
2393-T,日本ケア,東証2部,1469.00,1485.00,1463.00,1466.00,12600,18534300
2395-T,新日科学,東証1部,610.00,611.00,583.00,583.00,172500,102271200
2397-T,DNAチップ,東証2部,645.00,655.00,631.00,645.00,20300,13002000
2398-T,ツクイ,東証1部,666.00,666.00,656.00,659.00,317800,210229600
2402-T,アマナ,東証マザーズ,783.00,783.00,771.00,775.00,6700,5190300
2404-T,鉄人化,東証2部,390.00,392.00,390.00,392.00,5400,2107500
2405-T,FUJIKOH,東証2部,445.00,449.00,444.00,448.00,6600,2952600
2406-T,アルテHD,JQスタンダード,671.00,672.00,671.00,671.00,1900,1275500
2408-T,KG情報,JQスタンダード,808.00,813.00,798.00,807.00,23000,18490900
2410-T,キャリアDC,東証1部,1181.00,1208.00,1177.00,1178.00,27200,32437700
2411-T,ゲンダイAG,JQスタンダード,626.00,626.00,619.00,620.00,13800,8599200
2412-T,ベネ･ワン,東証2部,3450.00,3475.00,3415.00,3415.00,48100,165778000
2413-T,エムスリー,東証1部,2798.00,2812.00,2763.00,2763.00,1039600,2898845700
2415-T,ヒューマンHD,JQスタンダード,1631.00,1688.00,1629.00,1688.00,31900,53028400
2417-T,ツヴァイ,東証2部,773.00,777.00,772.00,777.00,1000,774800
2418-T,ツカダGHD,東証1部,612.00,615.00,603.00,603.00,72600,44244700
2424-T,ブラス,東証マザーズ,1219.00,1255.00,1211.00,1242.00,32100,39517200
2425-T,ケアサービス,JQグロース,1809.00,2123.00,1808.00,2123.00,410200,841887400
2427-T,アウトソシング,東証1部,4450.00,4570.00,4415.00,4420.00,357700,1607601000
2428-T,ウェルネット,東証1部,1378.00,1385.00,1356.00,1356.00,163200,223827800
2429-T,ワールドHD,東証1部,2248.00,2374.00,2231.00,2330.00,209600,488660600
2432-T,DeNA,東証1部,2301.00,2309.00,2259.00,2259.00,2900900,6594512800
2433-T,博報堂DY,東証1部,1346.00,1351.00,1320.00,1320.00,750100,998934800
2435-T,シダー,JQスタンダード,211.00,273.00,211.00,236.00,1161800,281667100
2436-T,共同PR,JQスタンダード,1440.00,1520.00,1435.00,1510.00,9700,14402500
2437-T,シンワアート,JQスタンダード,318.00,318.00,315.00,317.00,8400,2662000
2438-T,アスカネット,東証マザーズ,2255.00,2387.00,2175.00,2236.00,3174700,7212757800
2440-T,ぐるなび,東証1部,2318.00,2364.00,2279.00,2330.00,339300,792071800
2445-T,SRGタカミヤ,東証1部,585.00,598.00,583.00,587.00,45800,27091400
